query_path,query_name,query_label,base_path,base_name,base_label,global_similarity,orb_similarity,similarity,relevant,rank
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\mh-wer23r2.jpg,mh-wer23r2.jpg,mh,0.31748324632644653,0.15,0.20861913621425626,False,47
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\tsg-k6nkzxodd7jib8s.jpg,tsg-k6nkzxodd7jib8s.jpg,tsg,0.3859710991382599,0.1125,0.20821488469839095,False,48
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\tsg-455wq1449.jpg,tsg-455wq1449.jpg,tsg,0.38466334342956543,0.1125,0.2077571702003479,False,49
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\util_pic\oxford_003020.jpg,oxford_003020.jpg,irrelevant,0.314301460981369,0.15,0.20750551134347917,False,50
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\sjz-3wesdjrftrdrtj.png,sjz-3wesdjrftrdrtj.png,sjz,0.406714528799057,0.1,0.20735008507966995,False,51
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\util_pic\oxford_002415.jpg,oxford_002415.jpg,irrelevant,0.38294172286987305,0.1125,0.20715460300445554,False,52
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\zx-u7rvb47v6bydygwtftd.jpg,zx-u7rvb47v6bydygwtftd.jpg,zx,0.4288971424102783,0.0875,0.20698899984359742,False,53
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\sjz-bjbrsjb.jpg,sjz-bjbrsjb.jpg,sjz,0.31073227524757385,0.15,0.20625629633665085,False,54
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-skehf8w3r0ofa09.jpg,fhy-skehf8w3r0ofa09.jpg,fhy,0.42583125829696655,0.0875,0.2059159404039383,True,55
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\sy-y6h3m7p5t2a1q9f4.jpg,sy-y6h3m7p5t2a1q9f4.jpg,sy,0.4024597108364105,0.1,0.20586089879274366,False,56
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\yf-395len.png,yf-395len.png,yf,0.40101367235183716,0.1,0.205354785323143,False,57
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\util_pic\christ_church_000813.jpg,christ_church_000813.jpg,irrelevant,0.44731467962265015,0.075,0.20531013786792757,False,58
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\util_pic\oxford_003031.jpg,oxford_003031.jpg,irrelevant,0.2846132516860962,0.1625,0.20523963809013368,False,59
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-12k4jb1k421.jpg,fhy-12k4jb1k421.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\tsg-2y8ctf.jpg,tsg-2y8ctf.jpg,tsg,0.4466819167137146,0.075,0.2050886708498001,False,60
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-20250506194934.jpg,fhy-20250506194934.jpg,fhy,0.6896743774414062,1.0,0.8913860321044922,True,1
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-webljdnsl23.jpg,fhy-webljdnsl23.jpg,fhy,0.5426157116889954,1.0,0.8399154990911484,True,2
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-bfeibrj324342.jpg,fhy-bfeibrj324342.jpg,fhy,0.517522931098938,1.0,0.8311330258846283,True,3
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-20250506194941.jpg,fhy-20250506194941.jpg,fhy,0.4953891634941101,1.0,0.8233862072229385,True,4
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-binmydream675.jpg,fhy-binmydream675.jpg,fhy,0.480731725692749,1.0,0.8182561039924622,True,5
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-ivjnjnfj.jpg,fhy-ivjnjnfj.jpg,fhy,0.477736234664917,1.0,0.817207682132721,True,6
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-bhvd1673.jpg,fhy-bhvd1673.jpg,fhy,0.4574490785598755,1.0,0.8101071774959564,True,7
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-j4m0yulaiz.jpg,fhy-j4m0yulaiz.jpg,fhy,0.4497913718223572,1.0,0.807426980137825,True,8
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-ne5875.png,fhy-ne5875.png,fhy,0.44910675287246704,1.0,0.8071873635053635,True,9
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-d484z2bquzbp5.jpg,fhy-d484z2bquzbp5.jpg,fhy,0.42512333393096924,1.0,0.7987931668758392,True,10
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-47kuyfyufj.png,fhy-47kuyfyufj.png,fhy,0.41826072335243225,1.0,0.7963912531733512,True,11
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-fnsjd654541.jpg,fhy-fnsjd654541.jpg,fhy,0.41623765230178833,1.0,0.795683178305626,True,12
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-B5aRVoPvvuKuAh.png,fhy-B5aRVoPvvuKuAh.png,fhy,0.3873652517795563,1.0,0.7855778381228447,True,13
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-aidy83964fauh.jpg,fhy-aidy83964fauh.jpg,fhy,0.38178855180740356,1.0,0.7836259931325913,True,14
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-xgfafd54612156.jpg,fhy-xgfafd54612156.jpg,fhy,0.3686787486076355,1.0,0.7790375620126724,True,15
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-hddaetazsvaaaa.jpg,fhy-hddaetazsvaaaa.jpg,fhy,0.3682684898376465,1.0,0.7788939714431763,True,16
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-2JChNuYx7RNb00N.jpg,fhy-2JChNuYx7RNb00N.jpg,fhy,0.36785244941711426,1.0,0.77874835729599,True,17
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-20250507193304.jpg,fhy-20250507193304.jpg,fhy,0.45994389057159424,0.95,0.778480361700058,True,18
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-2s87tgr.jpg,fhy-2s87tgr.jpg,fhy,0.3644463121891022,1.0,0.7775562092661857,True,19
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-aiubougqe88813.jpeg,fhy-aiubougqe88813.jpeg,fhy,0.36444252729415894,1.0,0.7775548845529556,True,20
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-zjybjtu030506022.jpg,fhy-zjybjtu030506022.jpg,fhy,0.5538519024848938,0.85,0.7463481658697129,True,21
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-526kbcvsda.jpg,fhy-526kbcvsda.jpg,fhy,0.4537515640258789,0.8375,0.7031880474090577,True,22
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-xgfafd54612177.jpg,fhy-xgfafd54612177.jpg,fhy,0.44325917959213257,0.7875,0.6670157128572464,True,23
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-wenflwo23.jpg,fhy-wenflwo23.jpg,fhy,0.42656946182250977,0.7625,0.6449243116378784,True,24
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-bc75a50dd0ac57.jpg,fhy-bc75a50dd0ac57.jpg,fhy,0.43649113178253174,0.7375,0.6321468961238861,True,25
d:\CODE\PY\BJTU_Vision\image_retrieval\query\fhy-20250506194938.jpg,fhy-20250506194938.jpg,fhy,d:\CODE\PY\BJTU_Vision\image_retrieval\base\BJTU\fhy-ctrycy4234.jpg,fhy-ctrycy4234.jpg,fhy,0.38492774963378906,0.7625,0.6303497123718261,True,26
